Date (dd/mm/yyyy),CustomerID,PromotionID,Product ID,Units Sold,Price Per Unit,Total Sales,Discount Percentage,Discount Value,Net Sales,Profit,Order ID,Year,Quarter,Month,Weekday,Profit Margin,Customer Name,City,State,Pincode,EmailID,Phone Number,Product Name,Product Line,Price (INR),Promotion Name,Ad Type,Coupon Code,Price Reduction Type
2022-09-13,36,0,P023,3,1499,4497,0,0.0,4497.0,449.7,3181,2022,3,September,Tuesday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,Milton Thermos Flask,Kitchenware,1499,,,,
2023-02-27,36,0,P026,3,5499,16497,0,0.0,16497.0,1649.7,1245,2023,1,February,Monday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,Wildcraft Hiking Bag,Bags,5499,,,,
2020-10-04,36,0,P016,3,24999,74997,0,0.0,74997.0,7499.7,740,2020,4,October,Sunday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,LG Washing Machine,Home Appliances,24999,,,,
2021-12-08,36,0,P017,3,10499,31497,0,0.0,31497.0,3149.7,792,2021,4,December,Wednesday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,IFB Microwave Oven,Home Appliances,10499,,,,
2020-07-01,36,0,P009,3,3499,10497,0,0.0,10497.0,1049.7,905,2020,3,July,Wednesday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,Levi's Denim Jeans,Clothing,3499,,,,
2021-11-07,36,0,P029,3,99,297,0,0.0,297.0,29.7,1313,2021,4,November,Sunday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,Colgate Toothpaste,Personal Care,99,,,,
2022-11-18,36,0,P020,3,12999,38997,0,0.0,38997.0,3899.7,1440,2022,4,November,Friday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,Fossil Smartwatch,Accessories,12999,,,,
2020-06-24,36,0,P003,3,89999,269997,0,0.0,269997.0,26999.7,1538,2020,2,June,Wednesday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,"Sony Bravia 55"" TV",Electronics,89999,,,,
2023-07-20,36,0,P005,3,92499,277497,0,0.0,277497.0,27749.7,1755,2023,3,July,Thursday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,Apple MacBook Air,Electronics,92499,,,,
2023-03-08,36,0,P006,3,7499,22497,0,0.0,22497.0,2249.7,1817,2023,1,March,Wednesday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,Nike Running Shoes,Footwear,7499,,,,
2020-03-11,36,0,P013,3,15999,47997,0,0.0,47997.0,4799.7,1833,2020,1,March,Wednesday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,Raymond Suit,Clothing,15999,,,,
2022-02-23,36,0,P019,3,5999,17997,0,0.0,17997.0,1799.7,1934,2022,1,February,Wednesday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,Titan Wrist Watch,Accessories,5999,,,,
2023-08-03,36,0,P015,3,8499,25497,0,0.0,25497.0,2549.7,2436,2023,3,August,Thursday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,Philips Air Fryer,Home Appliances,8499,,,,
2022-07-29,36,0,P015,3,8499,25497,0,0.0,25497.0,2549.7,2627,2022,3,July,Friday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,Philips Air Fryer,Home Appliances,8499,,,,
2023-09-17,36,0,P004,3,64999,194997,0,0.0,194997.0,19499.7,2656,2023,3,September,Sunday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,HP Pavilion Laptop,Electronics,64999,,,,
2022-10-05,36,0,P028,3,349,1047,0,0.0,1047.0,104.7,2856,2022,4,October,Wednesday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,Dove Soap Pack,Personal Care,349,,,,
2021-10-27,36,0,P006,3,7499,22497,0,0.0,22497.0,2249.7,2862,2021,4,October,Wednesday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,Nike Running Shoes,Footwear,7499,,,,
2020-01-13,36,0,P029,3,99,297,0,0.0,297.0,29.7,2900,2020,1,January,Monday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,Colgate Toothpaste,Personal Care,99,,,,
2023-12-04,36,0,P010,3,2199,6597,0,0.0,6597.0,659.7,3305,2023,4,December,Monday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,Zara Casual Shirt,Clothing,2199,,,,
2020-02-02,36,0,P018,3,2299,6897,0,0.0,6897.0,689.7,3319,2020,1,February,Sunday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,Prestige Pressure Cooker,Home Appliances,2299,,,,
2020-08-29,36,0,P009,2,3499,6998,0,0.0,6998.0,699.8,252,2020,3,August,Saturday,10.0,Rishi Kulkarni,Visakhapatnam, Andhra Pradesh,530001,36Rishi@gmail.com,885980847,Levi's Denim Jeans,Clothing,3499,,,,
2022-09-27,37,0,P030,2,399,798,0,0.0,798.0,79.8,3058,2022,3,September,Tuesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Nivea Body Lotion,Personal Care,399,,,,
2020-12-14,37,0,P008,3,5499,16497,0,0.0,16497.0,1649.7,1563,2020,4,December,Monday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Puma Sports Shoes,Footwear,5499,,,,
2023-09-16,37,0,P030,3,399,1197,0,0.0,1197.0,119.7,394,2023,3,September,Saturday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Nivea Body Lotion,Personal Care,399,,,,
2023-09-10,37,0,P004,3,64999,194997,0,0.0,194997.0,19499.7,525,2023,3,September,Sunday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,HP Pavilion Laptop,Electronics,64999,,,,
2022-10-26,37,0,P012,3,2999,8997,0,0.0,8997.0,899.7,662,2022,4,October,Wednesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,FabIndia Kurta,Clothing,2999,,,,
2021-07-01,37,0,P003,3,89999,269997,0,0.0,269997.0,26999.7,785,2021,3,July,Thursday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,"Sony Bravia 55"" TV",Electronics,89999,,,,
2022-07-13,37,0,P014,3,4999,14997,0,0.0,14997.0,1499.7,793,2022,3,July,Wednesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Bajaj Mixer Grinder,Home Appliances,4999,,,,
2021-11-13,37,0,P017,3,10499,31497,0,0.0,31497.0,3149.7,859,2021,4,November,Saturday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,IFB Microwave Oven,Home Appliances,10499,,,,
2020-11-17,37,0,P010,3,2199,6597,0,0.0,6597.0,659.7,987,2020,4,November,Tuesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Zara Casual Shirt,Clothing,2199,,,,
2020-10-09,37,0,P030,3,399,1197,0,0.0,1197.0,119.7,1195,2020,4,October,Friday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Nivea Body Lotion,Personal Care,399,,,,
2023-02-24,37,0,P016,3,24999,74997,0,0.0,74997.0,7499.7,1540,2023,1,February,Friday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,LG Washing Machine,Home Appliances,24999,,,,
2022-10-09,37,0,P001,3,79999,239997,0,0.0,239997.0,23999.7,1887,2022,4,October,Sunday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Apple iPhone 14,Electronics,79999,,,,
2020-02-08,37,0,P018,3,2299,6897,0,0.0,6897.0,689.7,2635,2020,1,February,Saturday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Prestige Pressure Cooker,Home Appliances,2299,,,,
2023-06-09,37,0,P016,3,24999,74997,0,0.0,74997.0,7499.7,2922,2023,2,June,Friday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,LG Washing Machine,Home Appliances,24999,,,,
2022-08-16,37,0,P018,3,2299,6897,0,0.0,6897.0,689.7,3028,2022,3,August,Tuesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Prestige Pressure Cooker,Home Appliances,2299,,,,
2021-06-29,37,0,P010,3,2199,6597,0,0.0,6597.0,659.7,3193,2021,2,June,Tuesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Zara Casual Shirt,Clothing,2199,,,,
2022-02-14,37,0,P019,3,5999,17997,0,0.0,17997.0,1799.7,3195,2022,1,February,Monday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Titan Wrist Watch,Accessories,5999,,,,
2023-08-08,37,0,P019,3,5999,17997,0,0.0,17997.0,1799.7,3322,2023,3,August,Tuesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Titan Wrist Watch,Accessories,5999,,,,
2021-11-01,37,0,P027,3,699,2097,0,0.0,2097.0,209.7,3335,2021,4,November,Monday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,L'Oreal Shampoo,Personal Care,699,,,,
2023-01-12,37,0,P018,2,2299,4598,0,0.0,4598.0,459.8,127,2023,1,January,Thursday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Prestige Pressure Cooker,Home Appliances,2299,,,,
2023-09-10,37,0,P025,2,8999,17998,0,0.0,17998.0,1799.8,520,2023,3,September,Sunday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,American Tourister Suitcase,Bags,8999,,,,
2023-01-08,37,0,P024,2,2799,5598,0,0.0,5598.0,559.8,573,2023,1,January,Sunday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Puma Backpack,Bags,2799,,,,
2023-09-28,37,0,P016,2,24999,49998,0,0.0,49998.0,4999.8,1029,2023,3,September,Thursday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,LG Washing Machine,Home Appliances,24999,,,,
2020-01-25,37,0,P030,2,399,798,0,0.0,798.0,79.8,1481,2020,1,January,Saturday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Nivea Body Lotion,Personal Care,399,,,,
2022-08-22,37,0,P028,2,349,698,0,0.0,698.0,69.8,1637,2022,3,August,Monday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Dove Soap Pack,Personal Care,349,,,,
2021-07-21,37,0,P020,2,12999,25998,0,0.0,25998.0,2599.8,1786,2021,3,July,Wednesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Fossil Smartwatch,Accessories,12999,,,,
2020-12-03,37,0,P012,2,2999,5998,0,0.0,5998.0,599.8,1788,2020,4,December,Thursday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,FabIndia Kurta,Clothing,2999,,,,
2023-09-05,37,0,P012,2,2999,5998,0,0.0,5998.0,599.8,2117,2023,3,September,Tuesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,FabIndia Kurta,Clothing,2999,,,,
2020-01-23,37,0,P012,2,2999,5998,0,0.0,5998.0,599.8,2138,2020,1,January,Thursday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,FabIndia Kurta,Clothing,2999,,,,
2023-03-24,37,0,P020,2,12999,25998,0,0.0,25998.0,2599.8,2271,2023,1,March,Friday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Fossil Smartwatch,Accessories,12999,,,,
2023-09-13,37,0,P030,2,399,798,0,0.0,798.0,79.8,2611,2023,3,September,Wednesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Nivea Body Lotion,Personal Care,399,,,,
2020-03-15,37,0,P012,2,2999,5998,0,0.0,5998.0,599.8,2903,2020,1,March,Sunday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,FabIndia Kurta,Clothing,2999,,,,
2022-12-12,37,0,P014,2,4999,9998,0,0.0,9998.0,999.8,2919,2022,4,December,Monday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Bajaj Mixer Grinder,Home Appliances,4999,,,,
2021-10-11,37,0,P002,2,69999,139998,0,0.0,139998.0,13999.8,2962,2021,4,October,Monday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Samsung Galaxy S21,Electronics,69999,,,,
2020-07-14,37,0,P004,2,64999,129998,0,0.0,129998.0,12999.8,2969,2020,3,July,Tuesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,HP Pavilion Laptop,Electronics,64999,,,,
2022-11-08,37,0,P011,3,1499,4497,0,0.0,4497.0,449.7,1351,2022,4,November,Tuesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,H&M T-Shirt,Clothing,1499,,,,
2020-02-25,37,0,P017,2,10499,20998,0,0.0,20998.0,2099.8,3103,2020,1,February,Tuesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,IFB Microwave Oven,Home Appliances,10499,,,,
2022-12-16,37,0,P012,2,2999,5998,0,0.0,5998.0,599.8,3194,2022,4,December,Friday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,FabIndia Kurta,Clothing,2999,,,,
2023-03-09,37,0,P012,2,2999,5998,0,0.0,5998.0,599.8,3294,2023,1,March,Thursday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,FabIndia Kurta,Clothing,2999,,,,
2021-09-29,37,0,P008,2,5499,10998,0,0.0,10998.0,1099.8,2884,2021,3,September,Wednesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Puma Sports Shoes,Footwear,5499,,,,
2022-03-01,37,0,P008,2,5499,10998,0,0.0,10998.0,1099.8,3403,2022,1,March,Tuesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Puma Sports Shoes,Footwear,5499,,,,
2020-08-02,37,0,P006,1,7499,7499,0,0.0,7499.0,749.9,262,2020,3,August,Sunday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Nike Running Shoes,Footwear,7499,,,,
2020-03-15,37,0,P023,1,1499,1499,0,0.0,1499.0,149.9,338,2020,1,March,Sunday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Milton Thermos Flask,Kitchenware,1499,,,,
2021-08-04,37,0,P014,1,4999,4999,0,0.0,4999.0,499.9,1634,2021,3,August,Wednesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Bajaj Mixer Grinder,Home Appliances,4999,,,,
2023-08-25,37,0,P014,1,4999,4999,0,0.0,4999.0,499.9,2126,2023,3,August,Friday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Bajaj Mixer Grinder,Home Appliances,4999,,,,
2023-01-03,37,0,P010,1,2199,2199,0,0.0,2199.0,219.9,2430,2023,1,January,Tuesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Zara Casual Shirt,Clothing,2199,,,,
2022-02-04,37,0,P018,1,2299,2299,0,0.0,2299.0,229.9,2731,2022,1,February,Friday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Prestige Pressure Cooker,Home Appliances,2299,,,,
2022-02-22,37,0,P030,1,399,399,0,0.0,399.0,39.9,3032,2022,1,February,Tuesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Nivea Body Lotion,Personal Care,399,,,,
2021-10-30,37,0,P025,1,8999,8999,0,0.0,8999.0,899.9,3202,2021,4,October,Saturday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,American Tourister Suitcase,Bags,8999,,,,
2021-10-08,37,0,P012,1,2999,2999,0,0.0,2999.0,299.9,3302,2021,4,October,Friday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,FabIndia Kurta,Clothing,2999,,,,
2020-02-25,37,0,P025,1,8999,8999,0,0.0,8999.0,899.9,3406,2020,1,February,Tuesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,American Tourister Suitcase,Bags,8999,,,,
2023-04-26,37,PR001,P022,2,1999,3998,20,799.6,3198.4,319.84,1161,2023,2,April,Wednesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Borosil Glass Set,Kitchenware,1999,Summer Sale,Email,SUMMER21,20% off
2021-04-11,37,PR001,P021,2,1299,2598,20,519.6,2078.4,207.84,1283,2021,2,April,Sunday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Tupperware Lunch Box,Kitchenware,1299,Summer Sale,Email,SUMMER21,20% off
2022-04-23,37,PR001,P017,2,10499,20998,20,4199.6,16798.4,1679.84,1378,2022,2,April,Saturday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,IFB Microwave Oven,Home Appliances,10499,Summer Sale,Email,SUMMER21,20% off
2021-05-31,37,PR001,P023,2,1499,2998,20,599.6,2398.4,239.84,1948,2021,2,May,Monday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Milton Thermos Flask,Kitchenware,1499,Summer Sale,Email,SUMMER21,20% off
2022-05-15,37,PR001,P016,2,24999,49998,20,9999.6,39998.4,3999.84,2314,2022,2,May,Sunday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,LG Washing Machine,Home Appliances,24999,Summer Sale,Email,SUMMER21,20% off
2022-04-26,37,PR001,P016,3,24999,74997,20,14999.4,59997.6,5999.76,1898,2022,2,April,Tuesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,LG Washing Machine,Home Appliances,24999,Summer Sale,Email,SUMMER21,20% off
2023-04-02,37,PR001,P002,3,69999,209997,20,41999.4,167997.6,16799.76,2473,2023,2,April,Sunday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Samsung Galaxy S21,Electronics,69999,Summer Sale,Email,SUMMER21,20% off
2023-05-01,37,PR001,P003,3,89999,269997,20,53999.4,215997.6,21599.76,3078,2023,2,May,Monday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,"Sony Bravia 55"" TV",Electronics,89999,Summer Sale,Email,SUMMER21,20% off
2022-05-26,37,PR001,P010,1,2199,2199,20,439.8,1759.2,175.92,275,2022,2,May,Thursday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Zara Casual Shirt,Clothing,2199,Summer Sale,Email,SUMMER21,20% off
2023-04-20,37,PR001,P004,1,64999,64999,20,12999.8,51999.2,5199.92,352,2023,2,April,Thursday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,HP Pavilion Laptop,Electronics,64999,Summer Sale,Email,SUMMER21,20% off
2020-04-02,37,PR001,P009,1,3499,3499,20,699.8,2799.2,279.92,2318,2020,2,April,Thursday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Levi's Denim Jeans,Clothing,3499,Summer Sale,Email,SUMMER21,20% off
2023-05-23,37,PR001,P009,1,3499,3499,20,699.8,2799.2,279.92,2946,2023,2,May,Tuesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Levi's Denim Jeans,Clothing,3499,Summer Sale,Email,SUMMER21,20% off
2022-07-24,37,PR004,P013,3,15999,47997,50,23998.5,23998.5,2399.85,623,2022,3,July,Sunday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Raymond Suit,Clothing,15999,Weekend Flash Sale,Mobile Push,FLASH50,50% off
2023-07-23,37,PR004,P024,2,2799,5598,50,2799.0,2799.0,279.9,1421,2023,3,July,Sunday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Puma Backpack,Bags,2799,Weekend Flash Sale,Mobile Push,FLASH50,50% off
2020-07-12,37,PR004,P004,2,64999,129998,50,64999.0,64999.0,6499.9,1424,2020,3,July,Sunday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,HP Pavilion Laptop,Electronics,64999,Weekend Flash Sale,Mobile Push,FLASH50,50% off
2023-12-27,37,PR005,P018,3,2299,6897,70,4827.9,2069.1,206.91,598,2023,4,December,Wednesday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Prestige Pressure Cooker,Home Appliances,2299,Clearance Sale,In-App,CLEARANCE23,70% off
2023-12-23,37,PR005,P025,1,8999,8999,70,6299.3,2699.7,269.97,1155,2023,4,December,Saturday,10.000000000000002,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,American Tourister Suitcase,Bags,8999,Clearance Sale,In-App,CLEARANCE23,70% off
2023-12-21,37,PR005,P024,3,2799,8397,70,5877.9,2519.1,251.91,1231,2023,4,December,Thursday,10.0,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,Puma Backpack,Bags,2799,Clearance Sale,In-App,CLEARANCE23,70% off
2023-12-18,37,PR005,P017,1,10499,10499,70,7349.3,3149.7,314.97,1995,2023,4,December,Monday,10.000000000000002,Rohit Sen,Ahmedabad    , Gujarat       ,380001,37Rohit@gmail.com,839898719,IFB Microwave Oven,Home Appliances,10499,Clearance Sale,In-App,CLEARANCE23,70% off
2022-09-23,38,0,P028,1,349,349,0,0.0,349.0,34.9,2398,2022,3,September,Friday,10.0,Saanvi Pillai,Lucknow      , Uttar Pradesh ,226001,38Saanvi@gmail.com,837024031,Dove Soap Pack,Personal Care,349,,,,
2023-09-01,38,0,P008,3,5499,16497,0,0.0,16497.0,1649.7,3268,2023,3,September,Friday,10.0,Saanvi Pillai,Lucknow      , Uttar Pradesh ,226001,38Saanvi@gmail.com,837024031,Puma Sports Shoes,Footwear,5499,,,,
2022-02-15,38,0,P002,3,69999,209997,0,0.0,209997.0,20999.7,465,2022,1,February,Tuesday,10.0,Saanvi Pillai,Lucknow      , Uttar Pradesh ,226001,38Saanvi@gmail.com,837024031,Samsung Galaxy S21,Electronics,69999,,,,
2020-02-15,38,0,P015,3,8499,25497,0,0.0,25497.0,2549.7,678,2020,1,February,Saturday,10.0,Saanvi Pillai,Lucknow      , Uttar Pradesh ,226001,38Saanvi@gmail.com,837024031,Philips Air Fryer,Home Appliances,8499,,,,
2023-10-06,38,0,P016,3,24999,74997,0,0.0,74997.0,7499.7,1037,2023,4,October,Friday,10.0,Saanvi Pillai,Lucknow      , Uttar Pradesh ,226001,38Saanvi@gmail.com,837024031,LG Washing Machine,Home Appliances,24999,,,,
2023-09-23,38,0,P007,3,6999,20997,0,0.0,20997.0,2099.7,1046,2023,3,September,Saturday,10.0,Saanvi Pillai,Lucknow      , Uttar Pradesh ,226001,38Saanvi@gmail.com,837024031,Adidas Sneakers,Footwear,6999,,,,
2020-07-21,38,0,P015,3,8499,25497,0,0.0,25497.0,2549.7,1086,2020,3,July,Tuesday,10.0,Saanvi Pillai,Lucknow      , Uttar Pradesh ,226001,38Saanvi@gmail.com,837024031,Philips Air Fryer,Home Appliances,8499,,,,
2021-07-14,38,0,P013,3,15999,47997,0,0.0,47997.0,4799.7,1261,2021,3,July,Wednesday,10.0,Saanvi Pillai,Lucknow      , Uttar Pradesh ,226001,38Saanvi@gmail.com,837024031,Raymond Suit,Clothing,15999,,,,
2022-08-04,38,0,P016,3,24999,74997,0,0.0,74997.0,7499.7,1271,2022,3,August,Thursday,10.0,Saanvi Pillai,Lucknow      , Uttar Pradesh ,226001,38Saanvi@gmail.com,837024031,LG Washing Machine,Home Appliances,24999,,,,
2020-12-10,38,0,P014,3,4999,14997,0,0.0,14997.0,1499.7,1403,2020,4,December,Thursday,10.0,Saanvi Pillai,Lucknow      , Uttar Pradesh ,226001,38Saanvi@gmail.com,837024031,Bajaj Mixer Grinder,Home Appliances,4999,,,,
2020-02-02,38,0,P009,3,3499,10497,0,0.0,10497.0,1049.7,1503,2020,1,February,Sunday,10.0,Saanvi Pillai,Lucknow      , Uttar Pradesh ,226001,38Saanvi@gmail.com,837024031,Levi's Denim Jeans,Clothing,3499,,,,
2021-10-27,38,0,P013,3,15999,47997,0,0.0,47997.0,4799.7,1652,2021,4,October,Wednesday,10.0,Saanvi Pillai,Lucknow      , Uttar Pradesh ,226001,38Saanvi@gmail.com,837024031,Raymond Suit,Clothing,15999,,,,
2020-10-30,38,0,P021,3,1299,3897,0,0.0,3897.0,389.7,1843,2020,4,October,Friday,10.0,Saanvi Pillai,Lucknow      , Uttar Pradesh ,226001,38Saanvi@gmail.com,837024031,Tupperware Lunch Box,Kitchenware,1299,,,,
2020-02-17,38,0,P002,3,69999,209997,0,0.0,209997.0,20999.7,1911,2020,1,February,Monday,10.0,Saanvi Pillai,Lucknow      , Uttar Pradesh ,226001,38Saanvi@gmail.com,837024031,Samsung Galaxy S21,Electronics,69999,,,,
2021-02-21,38,0,P013,3,15999,47997,0,0.0,47997.0,4799.7,2174,2021,1,February,Sunday,10.0,Saanvi Pillai,Lucknow      , Uttar Pradesh ,226001,38Saanvi@gmail.com,837024031,Raymond Suit,Clothing,15999,,,,
2022-10-07,38,0,P024,3,2799,8397,0,0.0,8397.0,839.7,2302,2022,4,October,Friday,10.0,Saanvi Pillai,Lucknow      , Uttar Pradesh ,226001,38Saanvi@gmail.com,837024031,Puma Backpack,Bags,2799,,,,
